,architecture,error_rate,flops,n_evals,n_gens,time
0,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0
 0 1 0 1 1 0 1 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0]",[14.94 22.54],[14.94 22.54],1000.0,25.0,2052039.05330801
